Machine Name,MTC_Compressor
Point Name,RK1_B1Y
Comp,
Probe Angle,0° None
Amp Unit,µm pp
Speed Unit,rpm
Variable,1X
Amp,Amp Status,Phase,Phase Status,Speed,Speed Status,Timestamp
32.314,Valid,148,Valid,213,Valid,1/24/2019 12:33:29 AM
33.283,Valid,148,Valid,214,Valid,1/24/2019 12:33:36 AM
32.653,Valid,147,Valid,211,Valid,1/24/2019 12:33:44 AM
34.446,Valid,149,Valid,214,Valid,1/24/2019 12:33:56 AM
33.283,Valid,149,Valid,213,Valid,1/24/2019 12:34:02 AM
34.01,Valid,149,Valid,213,Valid,1/24/2019 12:34:11 AM
34.01,Valid,149,Valid,214,Valid,1/24/2019 12:34:28 AM
33.138,Valid,149,Valid,213,Valid,1/24/2019 12:34:38 AM
34.01,Valid,149,Valid,212,Valid,1/24/2019 12:34:42 AM
33.283,Valid,148,Valid,213,Valid,1/24/2019 12:34:49 AM
33.331,Valid,148,Valid,213,Valid,1/24/2019 12:35:02 AM
34.349,Valid,148,Valid,212,Valid,1/24/2019 12:35:07 AM
34.155,Valid,148,Valid,213,Valid,1/24/2019 12:35:21 AM
33.234,Valid,149,Valid,213,Valid,1/24/2019 12:35:36 AM
34.01,Valid,149,Valid,212,Valid,1/24/2019 12:35:45 AM
33.38,Valid,150,Valid,213,Valid,1/24/2019 12:35:54 AM
34.106,Valid,149,Valid,213,Valid,1/24/2019 12:36:06 AM
32.992,Valid,149,Valid,213,Valid,1/24/2019 12:36:16 AM
33.864,Valid,149,Valid,214,Valid,1/24/2019 12:36:27 AM
33.089,Valid,149,Valid,213,Valid,1/24/2019 12:36:39 AM
32.847,Valid,148,Valid,213,Valid,1/24/2019 12:36:40 AM
33.67,Valid,147,Valid,212,Valid,1/24/2019 12:36:58 AM
34.01,Valid,149,Valid,212,Valid,1/24/2019 12:37:01 AM
32.798,Valid,149,Valid,213,Valid,1/24/2019 12:37:17 AM
33.38,Valid,149,Valid,213,Valid,1/24/2019 12:37:20 AM
32.314,Valid,149,Valid,214,Valid,1/24/2019 12:37:24 AM
32.314,Valid,148,Valid,213,Valid,1/24/2019 12:37:46 AM
33.525,Valid,148,Valid,213,Valid,1/24/2019 12:37:59 AM
33.816,Valid,148,Valid,214,Valid,1/24/2019 12:38:07 AM
33.186,Valid,149,Valid,213,Valid,1/24/2019 12:38:15 AM
34.155,Valid,149,Valid,214,Valid,1/24/2019 12:38:25 AM
33.283,Valid,148,Valid,213,Valid,1/24/2019 12:38:33 AM
33.331,Valid,147,Valid,213,Valid,1/24/2019 12:38:40 AM
34.252,Valid,148,Valid,213,Valid,1/24/2019 12:38:50 AM
34.01,Valid,148,Valid,212,Valid,1/24/2019 12:39:04 AM
32.895,Valid,149,Valid,213,Valid,1/24/2019 12:39:08 AM
33.961,Valid,150,Valid,213,Valid,1/24/2019 12:39:25 AM
33.38,Valid,149,Valid,212,Valid,1/24/2019 12:39:37 AM
33.428,Valid,149,Valid,213,Valid,1/24/2019 12:39:52 AM
34.106,Valid,149,Valid,213,Valid,1/24/2019 12:39:55 AM
34.155,Valid,148,Valid,214,Valid,1/24/2019 12:40:06 AM
33.477,Valid,149,Valid,213,Valid,1/24/2019 12:40:08 AM
33.961,Valid,149,Valid,214,Valid,1/24/2019 12:40:22 AM
33.428,Valid,149,Valid,214,Valid,1/24/2019 12:40:37 AM
33.719,Valid,150,Valid,213,Valid,1/24/2019 12:40:40 AM
33.331,Valid,150,Valid,214,Valid,1/24/2019 12:40:55 AM
33.816,Valid,150,Valid,213,Valid,1/24/2019 12:41:01 AM
33.089,Valid,150,Valid,213,Valid,1/24/2019 12:41:17 AM
33.041,Valid,148,Valid,214,Valid,1/24/2019 12:41:34 AM
33.913,Valid,149,Valid,213,Valid,1/24/2019 12:41:38 AM
33.816,Valid,148,Valid,212,Valid,1/24/2019 12:41:47 AM
33.331,Valid,150,Valid,213,Valid,1/24/2019 12:41:56 AM
32.944,Valid,148,Valid,214,Valid,1/24/2019 12:42:04 AM
33.767,Valid,150,Valid,213,Valid,1/24/2019 12:42:13 AM
33.719,Valid,149,Valid,211,Valid,1/24/2019 12:42:21 AM
32.411,Valid,149,Valid,210,Valid,1/24/2019 12:42:39 AM
32.508,Valid,150,Valid,210,Valid,1/24/2019 12:42:42 AM
32.023,Valid,150,Valid,216,Valid,1/24/2019 12:42:44 AM
32.023,Valid,150,Valid,210,Valid,1/24/2019 12:42:45 AM
33.622,Valid,149,Valid,215,Valid,1/24/2019 12:42:51 AM
33.719,Valid,149,Valid,213,Valid,1/24/2019 12:42:51 AM
33.283,Valid,149,Valid,215,Valid,1/24/2019 12:42:52 AM
32.75,Valid,151,Valid,212,Valid,1/24/2019 12:43:00 AM
33.138,Valid,150,Valid,212,Valid,1/24/2019 12:43:02 AM
33.186,Valid,150,Valid,212,Valid,1/24/2019 12:43:04 AM
32.847,Valid,149,Valid,211,Valid,1/24/2019 12:43:12 AM
33.186,Valid,150,Valid,214,Valid,1/24/2019 12:43:19 AM
33.138,Valid,150,Valid,213,Valid,1/24/2019 12:43:20 AM
32.895,Valid,150,Valid,213,Valid,1/24/2019 12:43:22 AM
32.702,Valid,150,Valid,213,Valid,1/24/2019 12:43:26 AM
32.798,Valid,149,Valid,213,Valid,1/24/2019 12:43:32 AM
33.138,Valid,149,Valid,211,Valid,1/24/2019 12:43:40 AM
32.895,Valid,149,Valid,211,Valid,1/24/2019 12:43:42 AM
32.217,Valid,150,Valid,213,Valid,1/24/2019 12:43:47 AM
32.217,Valid,150,Valid,213,Valid,1/24/2019 12:43:48 AM
32.508,Valid,148,Valid,213,Valid,1/24/2019 12:43:52 AM
32.411,Valid,147,Valid,214,Valid,1/24/2019 12:44:02 AM
32.314,Valid,146,Valid,214,Valid,1/24/2019 12:44:09 AM
32.265,Valid,145,Valid,212,Valid,1/24/2019 12:44:09 AM
32.944,Valid,147,Valid,213,Valid,1/24/2019 12:44:16 AM
32.944,Valid,148,Valid,214,Valid,1/24/2019 12:44:20 AM
48.447,Valid,175,Valid,213,Valid,1/24/2019 12:44:35 AM
48.447,Valid,175,Valid,213,Valid,1/24/2019 12:44:35 AM
48.737,Valid,175,Valid,213,Valid,1/24/2019 12:44:38 AM
48.64,Valid,175,Valid,213,Valid,1/24/2019 12:44:40 AM
48.931,Valid,175,Valid,213,Valid,1/24/2019 12:44:42 AM
48.931,Valid,175,Valid,213,Valid,1/24/2019 12:44:43 AM
48.834,Valid,175,Valid,209,Valid,1/24/2019 12:44:52 AM
49.173,Valid,176,Valid,213,Valid,1/24/2019 12:45:02 AM
49.125,Valid,176,Valid,214,Valid,1/24/2019 12:45:02 AM
48.931,Valid,176,Valid,214,Valid,1/24/2019 12:45:07 AM
48.931,Valid,176,Valid,213,Valid,1/24/2019 12:45:12 AM
49.222,Valid,177,Valid,215,Valid,1/24/2019 12:45:18 AM
49.27,Valid,177,Valid,215,Valid,1/24/2019 12:45:22 AM
49.27,Valid,177,Valid,215,Valid,1/24/2019 12:45:23 AM
49.367,Valid,177,Valid,214,Valid,1/24/2019 12:45:32 AM
49.561,Valid,177,Valid,214,Valid,1/24/2019 12:45:34 AM
49.561,Valid,177,Valid,214,Valid,1/24/2019 12:45:34 AM
49.464,Valid,178,Valid,214,Valid,1/24/2019 12:45:41 AM
49.464,Valid,178,Valid,214,Valid,1/24/2019 12:45:42 AM
49.319,Valid,178,Valid,Invalid,Invalid,1/24/2019 12:45:44 AM
49.319,Valid,178,Valid,Invalid,Invalid,1/24/2019 12:45:44 AM
49.319,Valid,178,Valid,262,Valid,1/24/2019 12:45:44 AM
49.319,Valid,178,Valid,273,Valid,1/24/2019 12:45:45 AM
49.319,Valid,178,Valid,284,Valid,1/24/2019 12:45:45 AM
49.319,Valid,179,Valid,295,Valid,1/24/2019 12:45:45 AM
49.319,Valid,179,Valid,307,Valid,1/24/2019 12:45:45 AM
49.319,Valid,179,Valid,317,Valid,1/24/2019 12:45:45 AM
49.222,Valid,180,Valid,326,Valid,1/24/2019 12:45:46 AM
49.125,Valid,181,Valid,326,Valid,1/24/2019 12:45:46 AM
49.076,Valid,182,Valid,347,Valid,1/24/2019 12:45:46 AM
49.028,Valid,183,Valid,347,Valid,1/24/2019 12:45:46 AM
48.98,Valid,184,Valid,368,Valid,1/24/2019 12:45:46 AM
48.98,Valid,184,Valid,368,Valid,1/24/2019 12:45:46 AM
48.737,Valid,186,Valid,384,Valid,1/24/2019 12:45:47 AM
48.64,Valid,187,Valid,409,Valid,1/24/2019 12:45:47 AM
48.301,Valid,189,Valid,409,Valid,1/24/2019 12:45:47 AM
47.72,Valid,190,Valid,421,Valid,1/24/2019 12:45:47 AM
47.042,Valid,191,Valid,440,Valid,1/24/2019 12:45:48 AM
46.654,Valid,192,Valid,450,Valid,1/24/2019 12:45:48 AM
46.267,Valid,193,Valid,463,Valid,1/24/2019 12:45:48 AM
46.267,Valid,193,Valid,477,Valid,1/24/2019 12:45:48 AM
45.927,Valid,193,Valid,477,Valid,1/24/2019 12:45:48 AM
45.395,Valid,194,Valid,496,Valid,1/24/2019 12:45:48 AM
45.104,Valid,194,Valid,503,Valid,1/24/2019 12:45:48 AM
43.699,Valid,196,Valid,523,Valid,1/24/2019 12:45:49 AM
43.311,Valid,196,Valid,530,Valid,1/24/2019 12:45:49 AM
42.875,Valid,197,Valid,540,Valid,1/24/2019 12:45:49 AM
42.488,Valid,197,Valid,551,Valid,1/24/2019 12:45:49 AM
42.1,Valid,198,Valid,551,Valid,1/24/2019 12:45:49 AM
41.761,Valid,198,Valid,572,Valid,1/24/2019 12:45:49 AM
39.872,Valid,199,Valid,585,Valid,1/24/2019 12:45:50 AM
39.339,Valid,200,Valid,600,Valid,1/24/2019 12:45:50 AM
38.564,Valid,200,Valid,637,Valid,1/24/2019 12:45:50 AM
38.273,Valid,201,Valid,637,Valid,1/24/2019 12:45:51 AM
37.643,Valid,201,Valid,648,Valid,1/24/2019 12:45:51 AM
36.771,Valid,201,Valid,660,Valid,1/24/2019 12:45:51 AM
36.383,Valid,202,Valid,672,Valid,1/24/2019 12:45:51 AM
35.124,Valid,202,Valid,681,Valid,1/24/2019 12:45:51 AM
33.38,Valid,203,Valid,703,Valid,1/24/2019 12:45:52 AM
32.992,Valid,203,Valid,703,Valid,1/24/2019 12:45:52 AM
32.362,Valid,203,Valid,720,Valid,1/24/2019 12:45:52 AM
31.878,Valid,203,Valid,726,Valid,1/24/2019 12:45:52 AM
31.539,Valid,203,Valid,741,Valid,1/24/2019 12:45:52 AM
31.006,Valid,202,Valid,750,Valid,1/24/2019 12:45:52 AM
30.521,Valid,202,Valid,761,Valid,1/24/2019 12:45:53 AM
29.262,Valid,201,Valid,785,Valid,1/24/2019 12:45:53 AM
28.777,Valid,201,Valid,785,Valid,1/24/2019 12:45:53 AM
28.535,Valid,201,Valid,796,Valid,1/24/2019 12:45:53 AM
28.293,Valid,201,Valid,801,Valid,1/24/2019 12:45:53 AM
27.808,Valid,200,Valid,823,Valid,1/24/2019 12:45:54 AM
27.179,Valid,200,Valid,827,Valid,1/24/2019 12:45:54 AM
26.307,Valid,199,Valid,833,Valid,1/24/2019 12:45:54 AM
26.161,Valid,198,Valid,842,Valid,1/24/2019 12:45:54 AM
25.774,Valid,197,Valid,848,Valid,1/24/2019 12:45:54 AM
25.58,Valid,197,Valid,861,Valid,1/24/2019 12:45:54 AM
25.047,Valid,196,Valid,878,Valid,1/24/2019 12:45:55 AM
24.078,Valid,195,Valid,893,Valid,1/24/2019 12:45:55 AM
23.69,Valid,194,Valid,898,Valid,1/24/2019 12:45:55 AM
23.206,Valid,193,Valid,912,Valid,1/24/2019 12:45:55 AM
22.673,Valid,192,Valid,924,Valid,1/24/2019 12:45:55 AM
22.431,Valid,191,Valid,935,Valid,1/24/2019 12:45:55 AM
22.285,Valid,190,Valid,941,Valid,1/24/2019 12:45:56 AM
21.559,Valid,188,Valid,953,Valid,1/24/2019 12:45:56 AM
21.123,Valid,186,Valid,960,Valid,1/24/2019 12:45:56 AM
20.977,Valid,185,Valid,979,Valid,1/24/2019 12:45:56 AM
20.832,Valid,184,Valid,988,Valid,1/24/2019 12:45:56 AM
20.735,Valid,183,Valid,993,Valid,1/24/2019 12:45:56 AM
20.493,Valid,182,Valid,1000,Valid,1/24/2019 12:45:57 AM
20.493,Valid,181,Valid,1009,Valid,1/24/2019 12:45:57 AM
20.687,Valid,179,Valid,1021,Valid,1/24/2019 12:45:57 AM
20.881,Valid,178,Valid,1021,Valid,1/24/2019 12:45:57 AM
21.026,Valid,177,Valid,1029,Valid,1/24/2019 12:45:57 AM
20.396,Valid,172,Valid,1053,Valid,1/24/2019 12:45:57 AM
20.202,Valid,171,Valid,1059,Valid,1/24/2019 12:45:58 AM
20.154,Valid,170,Valid,1067,Valid,1/24/2019 12:45:58 AM
20.105,Valid,167,Valid,1076,Valid,1/24/2019 12:45:58 AM
20.105,Valid,167,Valid,1076,Valid,1/24/2019 12:45:58 AM
20.154,Valid,166,Valid,1084,Valid,1/24/2019 12:45:58 AM
20.251,Valid,165,Valid,1091,Valid,1/24/2019 12:45:58 AM
20.396,Valid,163,Valid,1100,Valid,1/24/2019 12:45:58 AM
20.784,Valid,161,Valid,1113,Valid,1/24/2019 12:45:58 AM
21.026,Valid,160,Valid,1121,Valid,1/24/2019 12:45:59 AM
21.22,Valid,160,Valid,1140,Valid,1/24/2019 12:45:59 AM
21.171,Valid,159,Valid,1147,Valid,1/24/2019 12:45:59 AM
20.929,Valid,156,Valid,1155,Valid,1/24/2019 12:45:59 AM
21.074,Valid,155,Valid,1163,Valid,1/24/2019 12:45:59 AM
21.074,Valid,154,Valid,1174,Valid,1/24/2019 12:46:00 AM
21.074,Valid,154,Valid,1190,Valid,1/24/2019 12:46:00 AM
21.074,Valid,153,Valid,1190,Valid,1/24/2019 12:46:00 AM
21.123,Valid,153,Valid,1202,Valid,1/24/2019 12:46:00 AM
21.22,Valid,153,Valid,1210,Valid,1/24/2019 12:46:00 AM
21.268,Valid,151,Valid,1218,Valid,1/24/2019 12:46:00 AM
22.189,Valid,146,Valid,1236,Valid,1/24/2019 12:46:00 AM
22.479,Valid,145,Valid,1241,Valid,1/24/2019 12:46:01 AM
22.77,Valid,143,Valid,1257,Valid,1/24/2019 12:46:01 AM
23.642,Valid,142,Valid,1258,Valid,1/24/2019 12:46:01 AM
23.884,Valid,142,Valid,1266,Valid,1/24/2019 12:46:01 AM
24.126,Valid,140,Valid,1292,Valid,1/24/2019 12:46:01 AM
24.32,Valid,138,Valid,1309,Valid,1/24/2019 12:46:02 AM
24.562,Valid,137,Valid,1314,Valid,1/24/2019 12:46:02 AM
25.774,Valid,134,Valid,1327,Valid,1/24/2019 12:46:02 AM
26.5,Valid,133,Valid,1332,Valid,1/24/2019 12:46:02 AM
27.712,Valid,133,Valid,1348,Valid,1/24/2019 12:46:02 AM
28.051,Valid,133,Valid,1353,Valid,1/24/2019 12:46:02 AM
28.341,Valid,133,Valid,1361,Valid,1/24/2019 12:46:02 AM
28.68,Valid,133,Valid,1366,Valid,1/24/2019 12:46:03 AM
28.874,Valid,133,Valid,1374,Valid,1/24/2019 12:46:03 AM
28.923,Valid,132,Valid,1386,Valid,1/24/2019 12:46:03 AM
29.02,Valid,131,Valid,1391,Valid,1/24/2019 12:46:03 AM
29.456,Valid,129,Valid,1399,Valid,1/24/2019 12:46:03 AM
30.667,Valid,127,Valid,1420,Valid,1/24/2019 12:46:03 AM
31.103,Valid,126,Valid,1426,Valid,1/24/2019 12:46:04 AM
31.829,Valid,126,Valid,1434,Valid,1/24/2019 12:46:04 AM
32.459,Valid,126,Valid,1443,Valid,1/24/2019 12:46:04 AM
33.816,Valid,125,Valid,1454,Valid,1/24/2019 12:46:04 AM
34.639,Valid,124,Valid,1461,Valid,1/24/2019 12:46:04 AM
37.304,Valid,124,Valid,1479,Valid,1/24/2019 12:46:04 AM
38.321,Valid,123,Valid,1487,Valid,1/24/2019 12:46:05 AM
38.951,Valid,123,Valid,1492,Valid,1/24/2019 12:46:05 AM
39.726,Valid,123,Valid,1507,Valid,1/24/2019 12:46:05 AM
40.356,Valid,123,Valid,1515,Valid,1/24/2019 12:46:05 AM
40.937,Valid,123,Valid,1523,Valid,1/24/2019 12:46:05 AM
42.682,Valid,122,Valid,1533,Valid,1/24/2019 12:46:05 AM
44.668,Valid,122,Valid,1545,Valid,1/24/2019 12:46:06 AM
46.267,Valid,122,Valid,1556,Valid,1/24/2019 12:46:06 AM
47.478,Valid,124,Valid,1574,Valid,1/24/2019 12:46:06 AM
48.301,Valid,124,Valid,1574,Valid,1/24/2019 12:46:06 AM
49.852,Valid,125,Valid,1586,Valid,1/24/2019 12:46:06 AM
50.966,Valid,126,Valid,1594,Valid,1/24/2019 12:46:06 AM
52.71,Valid,127,Valid,1612,Valid,1/24/2019 12:46:07 AM
53.534,Valid,128,Valid,1619,Valid,1/24/2019 12:46:07 AM
55.568,Valid,132,Valid,1630,Valid,1/24/2019 12:46:07 AM
55.665,Valid,133,Valid,1651,Valid,1/24/2019 12:46:07 AM
55.956,Valid,134,Valid,1664,Valid,1/24/2019 12:46:07 AM
56.198,Valid,135,Valid,1671,Valid,1/24/2019 12:46:08 AM
57.07,Valid,136,Valid,1685,Valid,1/24/2019 12:46:08 AM
59.444,Valid,136,Valid,1696,Valid,1/24/2019 12:46:08 AM
61.818,Valid,137,Valid,1709,Valid,1/24/2019 12:46:08 AM
62.593,Valid,138,Valid,1715,Valid,1/24/2019 12:46:08 AM
63.417,Valid,138,Valid,1726,Valid,1/24/2019 12:46:08 AM
65.161,Valid,139,Valid,1739,Valid,1/24/2019 12:46:09 AM
65.161,Valid,139,Valid,1739,Valid,1/24/2019 12:46:09 AM
66.033,Valid,141,Valid,1746,Valid,1/24/2019 12:46:09 AM
66.324,Valid,145,Valid,1757,Valid,1/24/2019 12:46:09 AM
65.161,Valid,148,Valid,1765,Valid,1/24/2019 12:46:09 AM
63.95,Valid,151,Valid,1770,Valid,1/24/2019 12:46:09 AM
62.69,Valid,153,Valid,1786,Valid,1/24/2019 12:46:09 AM
62.157,Valid,155,Valid,1794,Valid,1/24/2019 12:46:10 AM
60.897,Valid,157,Valid,1803,Valid,1/24/2019 12:46:10 AM
59.008,Valid,159,Valid,1819,Valid,1/24/2019 12:46:10 AM
58.475,Valid,159,Valid,1826,Valid,1/24/2019 12:46:10 AM
56.489,Valid,160,Valid,1835,Valid,1/24/2019 12:46:10 AM
55.568,Valid,160,Valid,1844,Valid,1/24/2019 12:46:10 AM
54.163,Valid,160,Valid,1856,Valid,1/24/2019 12:46:11 AM
53.776,Valid,159,Valid,1864,Valid,1/24/2019 12:46:11 AM
53.727,Valid,159,Valid,1872,Valid,1/24/2019 12:46:11 AM
53.194,Valid,159,Valid,1881,Valid,1/24/2019 12:46:11 AM
51.111,Valid,159,Valid,1894,Valid,1/24/2019 12:46:11 AM
49.609,Valid,157,Valid,1900,Valid,1/24/2019 12:46:11 AM
51.693,Valid,153,Valid,1921,Valid,1/24/2019 12:46:12 AM
52.274,Valid,155,Valid,1928,Valid,1/24/2019 12:46:12 AM
51.547,Valid,157,Valid,1933,Valid,1/24/2019 12:46:12 AM
45.055,Valid,157,Valid,1946,Valid,1/24/2019 12:46:12 AM
43.311,Valid,153,Valid,1952,Valid,1/24/2019 12:46:12 AM
49.367,Valid,147,Valid,1965,Valid,1/24/2019 12:46:12 AM
48.301,Valid,161,Valid,1980,Valid,1/24/2019 12:46:13 AM
29.698,Valid,166,Valid,1986,Valid,1/24/2019 12:46:13 AM
32.944,Valid,138,Valid,1997,Valid,1/24/2019 12:46:13 AM
41.373,Valid,141,Valid,2006,Valid,1/24/2019 12:46:13 AM
43.602,Valid,160,Valid,2016,Valid,1/24/2019 12:46:13 AM
40.017,Valid,171,Valid,2028,Valid,1/24/2019 12:46:13 AM
31.684,Valid,182,Valid,2037,Valid,1/24/2019 12:46:14 AM
22.867,Valid,177,Valid,2044,Valid,1/24/2019 12:46:14 AM
26.936,Valid,139,Valid,2056,Valid,1/24/2019 12:46:14 AM
33.477,Valid,139,Valid,2060,Valid,1/24/2019 12:46:14 AM
40.501,Valid,166,Valid,2080,Valid,1/24/2019 12:46:14 AM
33.574,Valid,178,Valid,2091,Valid,1/24/2019 12:46:14 AM
28.535,Valid,138,Valid,2104,Valid,1/24/2019 12:46:15 AM
40.162,Valid,142,Valid,2116,Valid,1/24/2019 12:46:15 AM
43.457,Valid,154,Valid,2123,Valid,1/24/2019 12:46:15 AM
36.965,Valid,171,Valid,2136,Valid,1/24/2019 12:46:15 AM
22.77,Valid,161,Valid,2148,Valid,1/24/2019 12:46:15 AM
26.936,Valid,142,Valid,2156,Valid,1/24/2019 12:46:16 AM
35.027,Valid,138,Valid,2164,Valid,1/24/2019 12:46:16 AM
43.941,Valid,151,Valid,2181,Valid,1/24/2019 12:46:16 AM
43.263,Valid,159,Valid,2186,Valid,1/24/2019 12:46:16 AM
25.677,Valid,152,Valid,2197,Valid,1/24/2019 12:46:16 AM
32.265,Valid,137,Valid,2202,Valid,1/24/2019 12:46:16 AM
40.647,Valid,137,Valid,2210,Valid,1/24/2019 12:46:16 AM
45.685,Valid,154,Valid,2223,Valid,1/24/2019 12:46:17 AM
40.841,Valid,165,Valid,2233,Valid,1/24/2019 12:46:17 AM
26.113,Valid,157,Valid,2243,Valid,1/24/2019 12:46:17 AM
35.415,Valid,135,Valid,2255,Valid,1/24/2019 12:46:17 AM
43.118,Valid,139,Valid,2263,Valid,1/24/2019 12:46:17 AM
46.315,Valid,148,Valid,2274,Valid,1/24/2019 12:46:17 AM
29.601,Valid,164,Valid,2289,Valid,1/24/2019 12:46:18 AM
27.372,Valid,147,Valid,2294,Valid,1/24/2019 12:46:18 AM
42.391,Valid,134,Valid,2304,Valid,1/24/2019 12:46:18 AM
48.108,Valid,151,Valid,2320,Valid,1/24/2019 12:46:18 AM
42.827,Valid,160,Valid,2327,Valid,1/24/2019 12:46:18 AM
34.591,Valid,163,Valid,2335,Valid,1/24/2019 12:46:18 AM
29.407,Valid,152,Valid,2342,Valid,1/24/2019 12:46:19 AM
40.598,Valid,132,Valid,2354,Valid,1/24/2019 12:46:19 AM
51.208,Valid,140,Valid,2367,Valid,1/24/2019 12:46:19 AM
51.547,Valid,150,Valid,2373,Valid,1/24/2019 12:46:19 AM
30.861,Valid,152,Valid,2386,Valid,1/24/2019 12:46:19 AM
44.619,Valid,133,Valid,2399,Valid,1/24/2019 12:46:20 AM
53.194,Valid,135,Valid,2408,Valid,1/24/2019 12:46:20 AM
57.022,Valid,139,Valid,2419,Valid,1/24/2019 12:46:20 AM
57.894,Valid,148,Valid,2424,Valid,1/24/2019 12:46:20 AM
57.894,Valid,148,Valid,2424,Valid,1/24/2019 12:46:20 AM
42.197,Valid,135,Valid,2445,Valid,1/24/2019 12:46:20 AM
49.367,Valid,132,Valid,2457,Valid,1/24/2019 12:46:20 AM
63.901,Valid,138,Valid,2473,Valid,1/24/2019 12:46:21 AM
67.389,Valid,146,Valid,2480,Valid,1/24/2019 12:46:21 AM
51.45,Valid,143,Valid,2487,Valid,1/24/2019 12:46:21 AM
56.392,Valid,132,Valid,2497,Valid,1/24/2019 12:46:21 AM
62.399,Valid,133,Valid,2506,Valid,1/24/2019 12:46:21 AM
74.269,Valid,144,Valid,2536,Valid,1/24/2019 12:46:22 AM
59.008,Valid,143,Valid,2545,Valid,1/24/2019 12:46:22 AM
79.404,Valid,133,Valid,2553,Valid,1/24/2019 12:46:22 AM
91.806,Valid,141,Valid,2570,Valid,1/24/2019 12:46:22 AM
87.349,Valid,142,Valid,2579,Valid,1/24/2019 12:46:22 AM
96.457,Valid,137,Valid,2591,Valid,1/24/2019 12:46:23 AM
105.662,Valid,137,Valid,2600,Valid,1/24/2019 12:46:23 AM
111.718,Valid,138,Valid,2605,Valid,1/24/2019 12:46:23 AM
110.798,Valid,140,Valid,2622,Valid,1/24/2019 12:46:23 AM
113.171,Valid,140,Valid,2627,Valid,1/24/2019 12:46:23 AM
133.664,Valid,142,Valid,2637,Valid,1/24/2019 12:46:23 AM
138.8,Valid,142,Valid,2644,Valid,1/24/2019 12:46:24 AM
145.921,Valid,144,Valid,2659,Valid,1/24/2019 12:46:24 AM
148.053,Valid,144,Valid,2666,Valid,1/24/2019 12:46:24 AM
149.313,Valid,145,Valid,2673,Valid,1/24/2019 12:46:24 AM
152.704,Valid,146,Valid,2685,Valid,1/24/2019 12:46:24 AM
156.095,Valid,147,Valid,2700,Valid,1/24/2019 12:46:24 AM
157.742,Valid,147,Valid,2705,Valid,1/24/2019 12:46:25 AM
159.729,Valid,148,Valid,2712,Valid,1/24/2019 12:46:25 AM
163.459,Valid,149,Valid,2726,Valid,1/24/2019 12:46:25 AM
164.622,Valid,150,Valid,2733,Valid,1/24/2019 12:46:25 AM
168.304,Valid,151,Valid,2746,Valid,1/24/2019 12:46:25 AM
171.211,Valid,152,Valid,2755,Valid,1/24/2019 12:46:25 AM
174.747,Valid,152,Valid,2766,Valid,1/24/2019 12:46:26 AM
178.187,Valid,153,Valid,2772,Valid,1/24/2019 12:46:26 AM
183.225,Valid,155,Valid,2786,Valid,1/24/2019 12:46:26 AM
184.921,Valid,156,Valid,2792,Valid,1/24/2019 12:46:26 AM
186.956,Valid,157,Valid,2808,Valid,1/24/2019 12:46:26 AM
188.506,Valid,158,Valid,2813,Valid,1/24/2019 12:46:26 AM
192.236,Valid,159,Valid,2827,Valid,1/24/2019 12:46:27 AM
195.24,Valid,160,Valid,2834,Valid,1/24/2019 12:46:27 AM
196.064,Valid,162,Valid,2844,Valid,1/24/2019 12:46:27 AM
196.015,Valid,162,Valid,2852,Valid,1/24/2019 12:46:27 AM
196.694,Valid,163,Valid,2860,Valid,1/24/2019 12:46:27 AM
198.002,Valid,165,Valid,2877,Valid,1/24/2019 12:46:27 AM
198.825,Valid,166,Valid,2883,Valid,1/24/2019 12:46:27 AM
197.856,Valid,167,Valid,2889,Valid,1/24/2019 12:46:28 AM
197.226,Valid,168,Valid,2895,Valid,1/24/2019 12:46:28 AM
197.42,Valid,169,Valid,2900,Valid,1/24/2019 12:46:28 AM
196.742,Valid,170,Valid,2907,Valid,1/24/2019 12:46:28 AM
197.033,Valid,171,Valid,2916,Valid,1/24/2019 12:46:28 AM
196.354,Valid,172,Valid,2927,Valid,1/24/2019 12:46:28 AM
196.79,Valid,173,Valid,2935,Valid,1/24/2019 12:46:28 AM
196.548,Valid,174,Valid,2944,Valid,1/24/2019 12:46:28 AM
195.046,Valid,175,Valid,2957,Valid,1/24/2019 12:46:29 AM
194.707,Valid,176,Valid,2964,Valid,1/24/2019 12:46:29 AM
193.399,Valid,178,Valid,2977,Valid,1/24/2019 12:46:29 AM
191.461,Valid,179,Valid,2990,Valid,1/24/2019 12:46:29 AM
191.074,Valid,179,Valid,2997,Valid,1/24/2019 12:46:29 AM
189.475,Valid,180,Valid,3008,Valid,1/24/2019 12:46:30 AM
188.991,Valid,181,Valid,3014,Valid,1/24/2019 12:46:30 AM
188.651,Valid,181,Valid,3029,Valid,1/24/2019 12:46:30 AM
187.682,Valid,182,Valid,3036,Valid,1/24/2019 12:46:30 AM
186.956,Valid,182,Valid,3046,Valid,1/24/2019 12:46:30 AM
187.053,Valid,183,Valid,3052,Valid,1/24/2019 12:46:30 AM
187.682,Valid,183,Valid,3066,Valid,1/24/2019 12:46:30 AM
187.731,Valid,184,Valid,3071,Valid,1/24/2019 12:46:31 AM
187.053,Valid,185,Valid,3085,Valid,1/24/2019 12:46:31 AM
185.793,Valid,185,Valid,3097,Valid,1/24/2019 12:46:31 AM
186.423,Valid,186,Valid,3105,Valid,1/24/2019 12:46:31 AM
